ID,Name,Category,"Energy, kilocalories (kcal)","Fat, total (g)","Fatty acids, saturated (g)","Fatty acids, monounsaturated (g)","Fatty acids, polyunsaturated (g)",Linoleic acid (g),Alpha-linolenic acid (g),Eicosapentaenoic acid EPA (g),Docosahexaenoic acid (DHA) (g),Cholesterol (mg),"Carbohydrates, available (g)",Sugars (g),Starch (g),Dietary fibres (g),Protein (g),Salt (NaCl) (g),Alcohol (g),Water (g),"Vitamin A activity, RE (µg)","Vitamin A activity, RAE (µg)",Retinol (µg),Beta- carotene activity (µg),Beta-carotene (µg),Vitamin B1 (thiamine) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B6 (pyridoxine) (mg),Vitamin B12 (cobalamin) (µg),Niacin (mg),Folate (µg),Pantothenic acid (mg),Vitamin C (ascorbic acid) (mg),Vitamin D (calciferol) (µg),Vitamin E (α-tocopherol) (mg),Potassium (K) (mg),Sodium (Na) (mg),Chloride (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Iron (Fe) (mg),Iodide (I) (µg),Zinc (Zn) (mg),Selenium (Se) (µg),Record has changed
648,"Beef, ragout (goulash), raw",Meat and offal/Beef,150,8.1,4.0,3.3,0.3,0.16,0.07,0.006,,60.0,0.0,0.0,0.0,0.0,19.3,0.1,0.0,71.7,7.0,6.0,,10.0,10.0,0.09,0.19,0.18,4.8,5.2,3.0,0.57,0.0,,0.46,300.0,45.0,54.0,6.8,18.0,160.0,2.1,0.2,5.7,6.6,
38,"Beef, ragout, raw",Meat and offal/Beef,97,1.3,0.6,0.5,0.2,0.11,0.02,0.014,0.003,54.0,0.0,0.0,,0.0,21.2,0.1,0.0,74.2,7.0,6.0,,10.0,10.0,0.01,0.12,0.42,1.4,4.5,6.0,0.74,0.0,0.5,0.26,350.0,49.0,50.0,3.9,18.0,180.0,1.2,3.0,3.7,6.0,
1672,"Beef ragout with sauce, prepared",Prepared dishes/Other savoury dishes,85,2.8,0.4,1.9,0.4,0.26,0.08,0.006,0.001,31.0,3.0,1.2,1.5,0.6,11.6,0.8,0.0,82.0,123.0,63.0,2.0,728.0,728.0,0.01,0.06,0.12,0.48,1.59,8.5,0.35,0.7,0.2,0.61,140.0,300.0,460.0,8.8,8.7,91.0,0.8,2.3,2.2,,
640,"Beef, round, schnitzel, raw",Meat and offal/Beef,111,2.3,1.1,0.9,0.1,0.07,0.01,0.012,0.002,55.0,0.0,0.0,0.0,0.0,22.6,0.1,0.0,74.0,7.0,6.0,,10.0,10.0,0.09,0.17,,2.2,4.5,9.9,0.59,,,,360.0,50.0,170.0,3.8,23.0,200.0,2.2,3.0,3.9,6.1,
1075,"Beef, shoulder, medium roast in oven (without addition of fat and salt)",Meat and offal/Beef,146,3.6,1.3,1.5,0.3,0.11,0.03,0.008,0.001,85.0,0.0,0.0,0.0,0.0,28.5,0.1,0.0,67.9,6.0,5.0,5.0,9.0,9.0,0.07,0.23,0.14,5.21,5.67,3.5,0.67,0.0,0.0,0.24,300.0,59.0,76.0,5.0,22.0,260.0,2.4,0.1,8.1,14.0,
1074,"Beef, shoulder, rare roast in oven (without addition of fat and salt)",Meat and offal/Beef,135,3.3,1.2,1.4,0.3,0.11,0.03,0.008,0.001,78.0,0.0,0.0,0.0,0.0,26.3,0.1,0.0,70.4,6.0,5.0,4.0,8.0,8.0,0.07,0.21,0.13,4.81,5.23,3.3,0.62,0.0,0.0,0.22,280.0,54.0,71.0,4.6,21.0,240.0,2.2,0.1,7.4,13.0,
638,"Beef, shoulder (roast), raw",Meat and offal/Beef,117,3.5,1.2,1.4,0.3,0.11,0.03,0.008,0.001,61.0,0.0,0.0,0.0,0.0,21.6,0.1,0.0,73.8,7.0,6.0,,10.0,10.0,0.09,0.19,0.19,5.0,5.1,3.0,0.6,0.0,,0.31,300.0,50.0,55.0,4.0,19.0,210.0,1.8,0.1,5.8,10.0,
1076,"Beef, shoulder, well done roast in oven (without addition of fat and salt)",Meat and offal/Beef,170,4.2,1.5,1.7,0.3,0.13,0.04,0.01,0.001,98.0,0.0,0.0,0.0,0.0,33.1,0.2,0.0,62.7,7.0,6.0,5.0,10.0,10.0,0.08,0.27,0.16,6.05,6.58,4.1,0.77,0.0,0.0,0.28,350.0,69.0,89.0,5.8,26.0,300.0,2.8,0.2,9.4,16.0,
14280,"Beef tartare, prepared",Meat and offal/Beef,125,5.2,1.6,2.7,0.4,0.23,0.05,0.005,0.001,25.0,3.2,2.2,0.2,0.6,16.1,1.2,0.0,73.4,45.0,24.0,4.0,246.0,246.0,0.08,0.12,0.16,1.43,3.5,10.1,0.75,1.7,0.0,0.95,320.0,500.0,,13.0,23.0,120.0,2.2,0.6,3.2,,
656,"Beef, tongue, raw",Meat and offal/Beef,196,13.0,4.7,6.0,1.1,0.36,0.08,0.016,0.002,108.0,3.7,0.0,0.0,0.0,16.0,0.2,0.0,66.4,16.0,14.0,12.0,24.0,24.0,0.13,0.29,0.13,5.0,4.6,7.0,2.0,3.0,,0.26,260.0,80.0,13.0,10.0,18.0,160.0,3.0,2.3,2.9,12.0,
817,"Beer, five grain",Alcoholic beverages/Beer,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.6,0.0,4.1,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.1,0.77,5.0,0.09,0.0,0.0,0.0,43.0,1.4,11.0,3.6,11.0,16.0,0.0,,0.0,,
816,"Beer, lager",Alcoholic beverages/Beer,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.2,0.0,0.0,0.5,0.0,4.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.02,0.77,6.3,0.03,0.0,0.0,0.0,55.0,1.9,17.0,3.5,9.6,19.0,0.0,1.5,0.0,,
13420,"Beer, non-alcoholic",Alcoholic beverages/Beer,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.6,0.0,0.0,0.4,0.0,0.3,93.3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.02,0.65,5.0,0.08,0.0,0.0,0.0,34.0,1.5,19.0,4.8,6.2,11.0,0.0,1.0,0.0,,
1183,Beer shandy (average),Alcoholic beverages/Beer,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.1,0.0,0.0,0.2,0.0,1.3,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.27,2.1,0.01,0.0,0.0,0.0,24.0,2.6,13.0,4.5,11.0,7.0,0.1,1.7,0.0,,
451,"Beetroot, raw",Vegetables/Fresh vegetables,48,0.3,0.0,0.0,0.1,0.11,0.02,0.0,0.0,0.0,8.4,8.4,0.0,2.3,1.7,0.1,0.0,85.1,1.0,1.0,0.0,7.0,7.0,0.02,0.04,0.04,0.0,0.2,91.0,0.15,4.8,0.0,0.08,410.0,47.0,74.0,18.0,20.0,22.0,0.3,0.5,0.3,0.2,
1019,"Beetroot, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),56,0.4,0.1,0.0,0.2,0.13,0.03,0.0,0.0,0.0,10.0,10.0,0.0,2.7,2.0,0.1,0.0,85.0,1.0,1.0,0.0,8.0,8.0,0.02,0.05,0.04,0.0,0.2,68.3,0.16,4.8,0.0,0.1,440.0,47.0,88.0,21.0,21.0,26.0,0.3,0.6,0.4,0.2,
359,"Bell pepper, green, raw",Vegetables/Fresh vegetables,22,0.3,0.1,0.0,0.2,0.1,0.06,0.0,0.0,0.0,3.0,2.6,0.1,1.8,0.9,0.0,0.0,93.6,41.0,21.0,0.0,249.0,216.0,0.03,0.03,0.25,0.0,0.6,27.8,0.15,122.0,0.0,0.63,190.0,6.0,19.0,8.6,11.0,27.0,0.4,0.4,0.1,0.1,
1017,"Bell pepper, green, stewed (without addition of fat and salt)",Vegetables/Cooked vegetables (incl. cans),27,0.4,0.1,0.0,0.2,0.12,0.07,0.0,0.0,0.0,3.7,3.2,0.1,2.2,1.1,0.0,0.0,92.6,49.0,25.0,0.0,294.0,255.0,0.03,0.03,0.26,0.0,0.63,22.0,0.16,117.2,0.0,0.82,190.0,6.9,24.0,11.0,12.0,34.0,0.4,0.5,0.1,0.1,
360,"Bell pepper, red, raw",Vegetables/Fresh vegetables,32,0.1,0.0,0.0,0.1,0.04,0.02,0.0,0.0,0.0,5.9,5.2,0.1,1.7,0.9,0.0,0.0,90.9,72.0,36.0,0.0,431.0,371.0,0.03,0.08,0.29,0.0,0.98,41.4,0.16,149.0,0.0,2.26,240.0,0.4,30.0,6.6,12.0,25.0,0.3,0.1,0.1,0.1,
1018,"Bell pepper, red, stewed (without addition of fat and salt)",Vegetables/Cooked vegetables (incl. cans),39,0.1,0.0,0.0,0.1,0.04,0.03,0.0,0.0,0.0,7.2,6.4,0.1,2.1,1.1,0.0,0.0,89.5,85.0,43.0,0.0,510.0,440.0,0.03,0.08,0.31,0.0,1.04,32.7,0.18,143.1,0.0,2.97,250.0,0.4,37.0,8.5,13.0,31.0,0.4,0.2,0.1,0.2,
851,Berliner pastry,Sweets/Other sweet pastries,336,12.8,6.8,4.0,0.9,,,,,104.0,45.8,17.1,28.5,2.2,8.4,0.6,0.0,32.2,130.0,126.0,122.0,50.0,50.0,0.05,0.1,0.1,,0.48,14.0,0.38,0.2,1.0,0.78,110.0,250.0,400.0,38.0,16.0,100.0,1.3,4.1,0.9,,
1211,Bernese alp cheese,Milk and dairy products/Hard cheese,453,38.3,23.0,9.0,1.8,0.46,0.29,0.029,0.004,,0.0,,0.0,0.0,27.1,1.6,0.0,26.2,,,,,,,,,,,,,,,,,660.0,,920.0,,,,,,,
1212,Bernese cheese for slicing,Milk and dairy products/Hard cheese,491,41.2,24.7,9.7,1.9,0.5,0.31,0.031,0.004,,0.0,,0.0,0.0,30.0,1.7,0.0,21.9,,,,,,,0.56,,0.83,,,0.43,,0.8,,,690.0,,,,,,,,,
790,Bernese tongue sausage,Sausages and cold meats/Boiled sausage products,333,29.4,10.8,13.7,3.0,2.06,0.17,0.014,0.012,63.0,0.0,0.0,0.0,0.0,17.3,1.5,0.0,53.3,7.0,7.0,6.0,3.0,3.0,0.53,0.2,0.31,2.61,4.95,2.3,0.54,0.0,0.0,0.52,220.0,610.0,880.0,3.4,20.0,100.0,1.3,0.7,2.4,,
1122,"Berries (average), cooked (without addition of sugar)",Fruit/Cooked fruit (incl. cans),38,0.5,0.1,0.1,0.3,0.17,0.11,0.0,0.0,0.0,5.9,5.5,0.0,3.1,0.9,0.0,0.0,89.6,2.0,1.0,0.0,11.0,11.0,0.01,0.03,0.03,0.0,0.3,15.3,0.17,19.9,0.0,0.7,95.0,0.9,48.0,20.0,11.0,21.0,0.3,1.5,0.1,0.4,
1119,"Berries (average), raw",Fruit/Fresh fruit,43,0.5,0.1,0.1,0.3,0.16,0.1,0.0,0.0,0.0,7.0,6.6,0.0,3.7,0.9,0.0,0.0,88.0,2.0,1.0,0.0,14.0,14.0,0.02,0.03,0.04,0.0,0.35,29.1,0.2,47.3,0.0,0.67,150.0,1.4,46.0,20.0,13.0,25.0,0.3,1.4,0.1,0.4,
859,Biber (Filled ginger bread type),Sweets/Other sweet pastries,355,5.6,0.7,3.1,1.4,1.29,0.01,0.0,0.001,22.0,65.4,36.9,26.7,3.2,7.8,0.1,0.7,18.0,8.0,8.0,7.0,2.0,2.0,0.08,0.12,0.11,0.06,0.39,12.6,0.24,0.5,0.1,2.44,150.0,57.0,37.0,56.0,32.0,140.0,1.4,2.5,0.8,3.4,
789,"Bierwurst (coarse heat-treated, cured & smoked sausage, beef and pork)",Sausages and cold meats/Boiled sausage products,291,25.4,9.4,11.8,2.6,1.79,0.15,0.012,0.01,63.0,0.0,0.0,0.0,0.0,15.6,1.4,0.1,59.0,5.0,5.0,5.0,2.0,2.0,0.23,0.16,0.13,1.52,2.65,1.6,0.29,0.0,0.0,0.43,120.0,570.0,870.0,2.9,13.0,79.0,1.2,0.7,2.1,,
1198,"Birchermüesli, prepared (no sugar added)",Prepared dishes/Muesli and pudding,86,3.1,1.1,1.1,0.6,,,,,5.0,11.1,8.2,2.8,1.5,2.6,0.0,0.0,81.7,18.0,16.0,15.0,20.0,20.0,0.04,0.09,0.05,0.09,0.19,8.0,0.22,4.7,0.0,0.41,160.0,19.0,79.0,58.0,19.0,78.0,0.3,5.8,0.4,,
862,"Birnenweggen, pastry with pear",Sweets/Other sweet pastries,363,10.4,5.9,2.5,0.9,,,,,25.0,57.2,33.5,19.5,6.9,4.9,0.8,1.0,20.0,84.0,80.0,76.0,44.0,44.0,0.08,0.06,0.09,0.0,0.5,15.8,0.24,0.7,0.2,0.43,320.0,300.0,450.0,64.0,32.0,75.0,1.6,2.2,0.6,,
383,"Blackberry, fresh",Fruit/Fresh fruit,47,0.7,0.1,0.2,0.4,0.35,0.08,0.0,0.0,0.0,6.5,6.1,,5.2,1.1,0.0,0.0,86.1,19.0,9.0,0.0,113.0,98.0,0.01,0.03,0.02,0.0,0.47,16.1,0.24,10.7,0.0,0.76,200.0,1.0,20.0,31.0,20.0,25.0,0.4,0.4,0.2,,
1596,"Blackberry pie, home-made, baked (with cake dough)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",159,7.7,3.3,2.8,1.1,0.97,0.09,0.001,0.001,20.0,16.8,6.4,9.9,4.3,3.5,0.2,0.0,67.9,20.0,14.0,9.0,63.0,63.0,0.04,0.06,0.04,0.08,0.37,10.3,0.36,6.3,0.2,1.23,180.0,98.0,170.0,38.0,21.0,55.0,0.6,3.5,0.4,1.7,
1594,"Blackberry pie, home-made, baked (with puff pastry)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",156,7.8,3.3,3.0,1.1,0.96,0.1,0.001,0.001,20.0,16.0,6.4,9.1,4.2,3.3,0.3,0.0,68.7,20.0,14.0,9.0,63.0,63.0,0.03,0.06,0.03,0.08,0.37,10.4,0.35,6.3,0.2,1.27,180.0,120.0,200.0,37.0,18.0,46.0,0.5,3.5,0.3,1.6,
1485,"Blackberry pie, home-made (with sweet short pastry base)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",215,11.7,5.7,3.9,1.2,1.0,0.11,0.003,0.001,19.0,22.3,10.2,11.7,3.6,3.2,0.1,0.0,59.4,58.0,52.0,46.0,73.0,73.0,0.04,0.05,0.04,0.05,0.33,11.6,0.28,6.2,0.1,1.24,160.0,41.0,82.0,30.0,18.0,47.0,0.5,1.9,0.3,,
883,Black forest cake,Sweets/Cakes and tarts,248,16.1,9.3,5.0,0.8,,,,,88.0,21.4,12.0,9.4,0.9,3.9,0.1,,56.4,199.0,185.0,171.0,169.0,169.0,0.03,0.1,0.04,,0.19,6.0,0.28,0.8,1.0,0.72,110.0,51.0,67.0,47.0,13.0,77.0,0.7,5.3,0.5,,
778,Black pudding,Sausages and cold meats/Cooked sausage products,149,10.9,4.6,4.6,1.0,0.69,0.07,0.005,0.004,32.0,2.5,2.4,0.0,0.1,10.2,2.0,0.0,76.2,35.0,34.0,33.0,10.0,10.0,0.05,0.12,0.19,1.09,0.38,5.1,0.39,0.5,0.0,0.12,140.0,790.0,1230.0,61.0,13.0,64.0,30.0,6.9,1.6,,
452,"Black salsify, raw",Vegetables/Fresh vegetables,54,0.3,0.0,0.1,0.2,0.02,0.04,0.0,0.0,0.0,2.1,2.1,0.1,18.5,1.4,0.0,0.0,77.5,8.0,4.0,0.0,46.0,46.0,0.14,0.04,0.1,0.0,0.3,29.2,0.22,4.9,0.0,0.8,240.0,3.0,31.0,33.0,24.0,82.0,1.1,0.2,0.4,0.2,
1023,"Black salsify, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),56,0.3,0.0,0.1,0.2,0.03,0.04,0.0,0.0,0.0,2.2,2.2,0.1,19.3,1.5,0.0,0.0,76.6,8.0,4.0,0.0,46.0,46.0,0.12,0.04,0.09,0.0,0.27,19.5,0.21,4.4,0.0,0.89,230.0,2.7,32.0,35.0,23.0,86.0,1.0,0.2,0.4,0.2,
13395,"Blanc battu, plain, low fat",Milk and dairy products/Fresh cheese and curds,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,0.0,,7.8,0.1,0.0,86.5,5.0,4.0,4.0,3.0,3.0,0.04,0.32,0.06,0.36,0.2,24.0,0.35,0.0,0.1,,140.0,44.0,89.0,130.0,12.0,120.0,0.2,10.0,0.5,,
604,"Blanc battu with fruits, with sweetener",Milk and dairy products/Fresh cheese and curds,67,0.2,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,8.3,5.2,2.6,0.3,8.0,0.1,0.0,83.1,4.0,3.0,2.0,13.0,13.0,0.03,0.34,0.04,0.39,0.28,15.1,0.37,1.5,0.0,0.06,180.0,48.0,110.0,130.0,13.0,140.0,0.1,19.0,0.5,,
14101,"Blueberry, freeze-dried",Fruit/Dried fruit,338,4.4,0.3,0.6,1.7,,,,,0.0,56.4,46.4,10.0,24.4,6.1,0.0,0.0,6.7,42.0,21.0,0.0,250.0,,0.42,0.42,0.46,0.0,3.7,25.0,0.89,15.0,0.0,7.6,540.0,1.7,,120.0,49.0,140.0,1.8,5.6,1.1,1.4,
389,"Blueberry, raw",Fruit/Fresh fruit,51,0.2,0.0,0.0,0.1,0.05,0.04,0.0,0.0,0.0,10.6,10.0,0.0,1.5,0.9,0.0,0.0,85.7,4.0,2.0,0.0,23.0,18.0,0.03,0.03,0.05,0.0,0.22,9.0,0.12,7.5,0.0,1.34,66.0,2.0,53.0,10.0,5.0,16.0,0.6,2.0,0.1,,
1191,Blue cheese (average),Milk and dairy products/Hard cheese,370,32.6,21.8,6.6,1.1,0.45,0.23,0.022,0.007,84.0,0.1,0.1,0.0,0.0,19.1,3.4,0.0,48.0,201.0,197.0,194.0,44.0,44.0,0.03,0.6,0.08,0.74,0.53,40.6,1.04,0.0,0.6,0.33,130.0,1370.0,2200.0,640.0,26.0,370.0,0.2,46.0,2.2,,
1697,"Boiling meat salad, prepared",Prepared dishes/Salads,201,14.9,3.5,7.9,2.8,1.81,0.75,0.009,0.001,45.0,1.5,1.2,0.1,0.5,15.0,0.8,0.0,68.0,30.0,17.0,3.0,164.0,164.0,0.03,0.09,0.21,0.67,2.58,11.5,0.35,7.3,0.3,2.76,200.0,310.0,380.0,11.0,13.0,100.0,1.4,2.9,3.3,,
668,"Bouillon, meat, prepared",Prepared dishes/Stews and soups,5,0.3,0.2,0.1,0.0,,,,,0.0,0.2,0.0,0.1,,0.3,1.1,0.0,98.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.01,1.0,0.83,23.0,0.14,0.0,0.0,0.0,54.0,420.0,330.0,1.0,10.0,13.0,0.2,3.0,0.0,,
665,"Bouillon, poultry, prepared",Prepared dishes/Stews and soups,5,0.3,0.1,0.1,0.1,,,,,,0.3,0.1,0.1,,0.3,1.0,0.0,98.1,0.0,0.0,0.0,0.0,0.0,,0.01,0.01,0.4,1.2,23.0,0.18,0.0,0.0,0.0,10.0,400.0,290.0,6.0,11.0,5.0,,2.8,,,
664,"Bouillon, vegetable, prepared",Prepared dishes/Stews and soups,6,0.4,0.1,0.2,0.1,,,,,0.0,0.4,0.1,0.2,,0.3,0.9,0.0,97.5,0.0,0.0,0.0,2.0,2.0,0.11,0.01,0.0,0.0,0.1,1.0,0.03,0.0,0.0,0.0,8.0,360.0,280.0,1.0,4.0,3.0,0.1,3.6,0.0,,
1460,"Braided bread, wholemeal, made with butter","Bread, flakes and breakfast cereals/Bread and bread products",272,6.4,3.2,1.4,1.2,0.55,0.07,0.004,0.001,20.0,40.4,0.9,39.4,7.4,9.5,1.2,0.0,36.9,46.0,44.0,42.0,22.0,22.0,0.25,0.15,0.29,0.03,0.67,33.9,0.68,0.0,0.1,0.66,270.0,460.0,710.0,22.0,86.0,240.0,3.3,2.6,2.3,3.7,
820,Braided white bread made with butter,"Bread, flakes and breakfast cereals/Bread and bread products",325,11.4,6.5,2.6,0.9,0.44,0.09,0.008,0.001,41.0,45.7,2.9,42.2,2.1,9.0,1.5,0.0,32.5,98.0,95.0,91.0,41.0,41.0,0.11,0.13,0.06,0.1,0.5,23.4,0.37,0.2,0.3,0.56,180.0,590.0,920.0,49.0,14.0,90.0,0.5,5.3,0.6,2.6,
279,Brazil nut,"Nuts, seeds and oleaginous fruit",698,66.5,16.1,23.9,24.4,23.86,0.02,0.0,0.0,0.0,4.2,2.3,0.3,7.5,17.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.62,0.04,0.1,0.0,0.3,22.0,0.18,0.7,0.0,5.65,640.0,0.7,55.0,160.0,350.0,650.0,2.4,5.0,4.3,230.0,
10446,Bread (average),"Bread, flakes and breakfast cereals/Bread and bread products",264,4.6,2.3,1.0,0.7,0.44,0.05,0.005,0.002,14.0,44.6,1.3,42.8,3.7,9.2,1.6,0.0,38.7,34.0,32.0,31.0,14.0,14.0,0.17,0.1,0.12,0.04,0.74,21.8,0.39,0.1,0.1,0.41,170.0,620.0,960.0,29.0,36.0,130.0,1.5,2.7,1.2,2.9,
750,Breadcrumbs,"Cereal products, pulses and potatoes/Flour and starch",373,2.1,0.5,0.3,0.7,0.73,0.0,0.0,0.0,0.0,73.5,4.4,69.1,4.5,12.7,1.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.11,0.0,0.8,39.0,0.6,0.0,0.0,0.4,130.0,400.0,700.0,50.0,23.0,100.0,1.2,2.8,0.9,,
14109,"Bread for toasting, dark or multigrain","Bread, flakes and breakfast cereals/Bread and bread products",272,4.7,0.5,1.9,2.0,1.5,0.22,0.0,0.0,0.0,45.6,4.0,41.4,5.2,9.1,1.3,0.0,36.1,0.0,0.0,0.0,2.0,2.0,0.19,0.1,0.23,0.0,0.72,26.5,0.49,0.0,0.0,1.43,200.0,500.0,770.0,17.0,59.0,180.0,2.4,1.4,1.7,3.7,
827,"Bread for toasting, white, made with butter","Bread, flakes and breakfast cereals/Bread and bread products",316,10.4,5.9,2.4,0.9,0.43,0.08,0.007,0.001,38.0,45.7,2.7,42.3,2.2,8.9,1.4,0.0,33.5,90.0,87.0,83.0,37.0,37.0,0.11,0.12,0.06,0.1,0.48,22.0,0.36,0.2,0.2,0.54,180.0,540.0,850.0,46.0,14.0,88.0,0.5,5.1,0.6,2.6,
826,"Bread for toasting, white, made with vegetable oil","Bread, flakes and breakfast cereals/Bread and bread products",267,3.3,0.3,1.6,1.1,0.8,0.22,0.0,0.0,0.0,49.2,4.4,44.4,2.9,8.7,1.3,0.0,36.7,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.16,0.0,0.62,25.0,0.38,0.0,0.0,0.85,140.0,520.0,810.0,13.0,30.0,110.0,1.4,0.9,1.0,2.8,
825,"Bread for toasting, wholemeal","Bread, flakes and breakfast cereals/Bread and bread products",271,4.9,0.5,1.9,2.3,1.59,0.23,0.0,0.0,0.0,43.7,4.2,39.5,7.4,9.3,1.3,0.0,35.3,1.0,0.0,0.0,3.0,3.0,0.25,0.14,0.29,0.0,0.63,31.6,0.65,0.0,0.0,1.59,270.0,510.0,770.0,21.0,87.0,240.0,3.4,1.8,2.3,3.3,
843,Bread roll from St. Gallen (semi white),"Bread, flakes and breakfast cereals/Bread and bread products",231,1.0,0.1,0.1,0.5,0.3,0.02,0.0,0.0,0.0,44.6,0.3,43.9,3.5,9.1,2.1,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.18,0.0,0.78,20.7,0.37,0.0,0.0,0.27,140.0,840.0,1280.0,16.0,37.0,130.0,1.7,1.2,1.2,2.7,
842,Bread roll (semi white),"Bread, flakes and breakfast cereals/Bread and bread products",215,1.0,0.2,0.1,0.4,0.34,0.01,0.001,0.001,0.0,41.4,0.4,38.9,3.1,8.6,1.9,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.12,0.0,0.77,25.9,0.3,0.0,0.0,0.26,130.0,760.0,1170.0,16.0,31.0,120.0,1.3,1.1,1.0,2.7,
844,"Bread roll, white","Bread, flakes and breakfast cereals/Bread and bread products",255,0.8,0.2,0.1,0.4,0.33,0.01,0.0,0.0,0.0,51.8,0.7,50.2,2.5,8.7,1.7,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.06,0.01,0.43,15.4,0.23,0.0,0.0,0.38,140.0,690.0,1060.0,7.8,14.0,60.0,0.6,0.9,0.5,1.9,
14038,Bread roll with chocolate,Sweets/Other sweet pastries,366,14.3,8.5,4.1,0.9,0.58,0.08,0.007,0.003,20.0,49.7,16.3,32.6,2.2,8.6,1.3,0.0,25.2,71.0,69.0,66.0,32.0,32.0,0.12,0.21,0.1,0.05,0.51,21.6,0.35,0.9,0.1,0.43,310.0,530.0,800.0,100.0,34.0,160.0,1.3,1.1,1.1,,
831,Bread with walnuts,"Bread, flakes and breakfast cereals/Bread and bread products",331,17.9,3.9,3.8,8.9,7.15,1.46,0.004,0.002,23.0,30.2,1.6,27.7,6.4,9.2,1.2,0.0,37.1,41.0,39.0,37.0,21.0,21.0,0.23,0.1,0.18,0.05,0.75,43.4,0.67,0.1,0.2,0.8,240.0,490.0,750.0,31.0,67.0,210.0,2.1,3.7,1.9,3.0,
705,Bresaola (cured beef),Sausages and cold meats/Raw sausage products,155,2.6,0.8,1.1,0.4,0.12,0.05,0.0,0.01,65.0,0.4,,,0.0,32.4,6.8,0.0,58.2,0.0,0.0,,0.0,,0.12,0.6,0.53,,2.4,19.0,,0.0,0.5,0.12,320.0,2730.0,,35.0,,140.0,2.4,,4.1,7.0,
613,"Brie, at least 45% fidm",Milk and dairy products/Soft cheese,298,23.5,14.1,5.5,1.1,0.28,0.18,0.018,0.002,71.0,0.0,0.0,0.0,0.0,21.4,1.3,0.0,51.4,266.0,255.0,244.0,130.0,130.0,0.02,0.25,0.14,1.8,1.2,65.0,0.69,,0.5,0.61,84.0,510.0,980.0,420.0,19.0,300.0,0.1,8.3,2.5,,
616,"Brie, at least 50% fidm",Milk and dairy products/Soft cheese,342,30.0,18.0,7.0,1.4,0.36,0.23,0.023,0.003,90.0,0.0,0.0,0.0,0.0,17.7,1.4,0.0,48.5,305.0,293.0,280.0,150.0,150.0,0.02,0.34,0.13,1.31,1.1,61.1,0.38,,0.7,0.78,120.0,560.0,,500.0,20.0,340.0,0.2,20.0,2.3,,
351,"Broccoli, raw",Vegetables/Fresh vegetables,39,0.6,0.2,0.1,0.3,0.05,0.06,0.0,0.0,0.0,3.2,1.9,0.6,3.2,3.6,0.0,0.0,88.2,92.0,46.0,0.0,554.0,554.0,0.1,0.12,0.21,0.0,0.8,60.3,0.77,102.9,0.0,1.45,390.0,12.0,78.0,46.0,21.0,80.0,0.9,7.6,0.5,0.8,
1005,"Broccoli, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),35,0.5,0.1,0.1,0.2,0.05,0.06,0.0,0.0,0.0,2.9,1.7,0.5,2.8,3.3,0.0,0.0,90.4,80.0,40.0,0.0,479.0,479.0,0.08,0.1,0.17,0.0,0.62,34.8,0.63,74.2,0.0,1.39,320.0,9.8,71.0,42.0,19.0,73.0,0.7,6.9,0.4,0.7,
829,Brown bread,"Bread, flakes and breakfast cereals/Bread and bread products",234,1.2,0.2,0.1,0.6,0.56,0.04,0.007,0.007,0.0,44.3,0.5,43.5,4.1,9.5,1.6,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.08,0.0,1.12,20.5,0.33,0.0,0.0,0.27,150.0,630.0,970.0,20.0,38.0,150.0,1.6,1.3,1.3,3.4,
